feature_id,角色域,一级功能,二级功能,三级功能,四级功能,功能点,功能说明,优先级,验收要点,备注,是否有原型,开发是否已实现,版本
TEN-021-02,客户侧,合同与协议,合同管理,合同列表,支持搜索筛选,支持搜索筛选,客户管理员查看服务合同、协议和订单关联文件：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,电子签署不在本期,http://localhost:5160/tenant/contracts,否,v1.3
TEN-021-03,客户侧,合同与协议,合同管理,合同列表,查看详情或下钻,查看详情或下钻,客户管理员查看服务合同、协议和订单关联文件：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,电子签署不在本期,http://localhost:5160/tenant/contracts,是,v1.0
TEN-021-04,客户侧,合同与协议,合同管理,合同列表,展示状态与异常,展示状态与异常,客户管理员查看服务合同、协议和订单关联文件：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,电子签署不在本期,http://localhost:5160/tenant/contracts,否,v1.3
TEN-021-05,客户侧,合同与协议,合同管理,合同列表,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看服务合同、协议和订单关联文件：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,电子签署不在本期,http://localhost:5160/tenant/contracts,否,v1.3
TEN-022-01,客户侧,API 与开放能力,API 密钥,密钥管理,填写业务表单,填写业务表单,客户管理员创建、禁用、删除和查看 API Key：填写业务表单。,P1,用户可以完成“填写业务表单”，且结果符合业务规则。,真实网关鉴权后接入,/,否,v1.2
TEN-022-02,客户侧,API 与开放能力,API 密钥,密钥管理,校验必填和格式,校验必填和格式,客户管理员创建、禁用、删除和查看 API Key：校验必填和格式。,P1,用户可以完成“校验必填和格式”，且结果符合业务规则。,真实网关鉴权后接入,/,否,v1.2
TEN-022-03,客户侧,API 与开放能力,API 密钥,密钥管理,提交创建请求,提交创建请求,客户管理员创建、禁用、删除和查看 API Key：提交创建请求。,P1,用户可以完成“提交创建请求”，且结果符合业务规则。,真实网关鉴权后接入,/,否,v1.2
TEN-022-04,客户侧,API 与开放能力,API 密钥,密钥管理,展示成功反馈,展示成功反馈,客户管理员创建、禁用、删除和查看 API Key：展示成功反馈。,P1,用户可以完成“展示成功反馈”，且结果符合业务规则。,真实网关鉴权后接入,/,否,v1.2
TEN-022-05,客户侧,API 与开放能力,API 密钥,密钥管理,处理失败与重复提交,处理失败与重复提交,客户管理员创建、禁用、删除和查看 API Key：处理失败与重复提交。,P1,用户可以完成“处理失败与重复提交”，且结果符合业务规则。,真实网关鉴权后接入,/,否,v1.2
TEN-023-01,客户侧,客户服务,工单与咨询,咨询提交,填写业务表单,填写业务表单,客户提交咨询或支持工单并查看处理状态：填写业务表单。,P1,用户可以完成“填写业务表单”，且结果符合业务规则。,与运维支持后台联动,http://localhost:5160/tenant/consult,是,v1.0
TEN-023-02,客户侧,客户服务,工单与咨询,咨询提交,校验必填和格式,校验必填和格式,客户提交咨询或支持工单并查看处理状态：校验必填和格式。,P1,用户可以完成“校验必填和格式”，且结果符合业务规则。,与运维支持后台联动,http://localhost:5160/tenant/consult,是,v1.0
TEN-023-03,客户侧,客户服务,工单与咨询,咨询提交,提交创建请求,提交创建请求,客户提交咨询或支持工单并查看处理状态：提交创建请求。,P1,用户可以完成“提交创建请求”，且结果符合业务规则。,与运维支持后台联动,http://localhost:5160/tenant/consult,是,v1.0
TEN-023-04,客户侧,客户服务,工单与咨询,咨询提交,展示成功反馈,展示成功反馈,客户提交咨询或支持工单并查看处理状态：展示成功反馈。,P1,用户可以完成“展示成功反馈”，且结果符合业务规则。,与运维支持后台联动,http://localhost:5160/tenant/consult,是,v1.0
TEN-023-05,客户侧,客户服务,工单与咨询,咨询提交,处理失败与重复提交,处理失败与重复提交,客户提交咨询或支持工单并查看处理状态：处理失败与重复提交。,P1,用户可以完成“处理失败与重复提交”，且结果符合业务规则。,与运维支持后台联动,http://localhost:5160/tenant/consult,否,v1.3
TEN-025-01,客户侧,网络与安全,网络配置,入口出口配置,查看当前配置,查看当前配置,客户管理员查看企业网络配置和连通状态：查看当前配置。,P2,用户可以完成“查看当前配置”，且结果符合业务规则。,高危变更需审批,http://localhost:5160/tenant/network,否,v1.3
TEN-025-02,客户侧,网络与安全,网络配置,入口出口配置,新增或编辑配置,新增或编辑配置,客户管理员查看企业网络配置和连通状态：新增或编辑配置。,P2,用户可以完成“新增或编辑配置”，且结果符合业务规则。,高危变更需审批,http://localhost:5160/tenant/network,否,v1.3
TEN-025-03,客户侧,网络与安全,网络配置,入口出口配置,校验配置有效性,校验配置有效性,客户管理员查看企业网络配置和连通状态：校验配置有效性。,P2,用户可以完成“校验配置有效性”，且结果符合业务规则。,高危变更需审批,http://localhost:5160/tenant/network,否,v1.3
TEN-025-04,客户侧,网络与安全,网络配置,入口出口配置,保存并生效,保存并生效,客户管理员查看企业网络配置和连通状态：保存并生效。,P2,用户可以完成“保存并生效”，且结果符合业务规则。,高危变更需审批,http://localhost:5160/tenant/network,否,v1.3
TEN-025-05,客户侧,网络与安全,网络配置,入口出口配置,记录配置变更,记录配置变更,客户管理员查看企业网络配置和连通状态：记录配置变更。,P2,用户可以完成“记录配置变更”，且结果符合业务规则。,高危变更需审批,http://localhost:5160/tenant/network,否,v1.3
TEN-026-01,客户侧,个性化,品牌定制,品牌信息维护,查看当前配置,查看当前配置,客户管理员配置企业 Logo、名称和员工端视觉信息：查看当前配置。,P1,用户可以完成“查看当前配置”，且结果符合业务规则。,Beta1 非主链路,http://localhost:5160/tenant/brand http://localhost:5160/tenant/brand/create,否,v1.3
TEN-026-02,客户侧,个性化,品牌定制,品牌信息维护,新增或编辑配置,新增或编辑配置,客户管理员配置企业 Logo、名称和员工端视觉信息：新增或编辑配置。,P1,用户可以完成“新增或编辑配置”，且结果符合业务规则。,Beta1 非主链路,http://localhost:5160/tenant/brand http://localhost:5160/tenant/brand/create,否,v1.3
TEN-026-03,客户侧,个性化,品牌定制,品牌信息维护,校验配置有效性,校验配置有效性,客户管理员配置企业 Logo、名称和员工端视觉信息：校验配置有效性。,P1,用户可以完成“校验配置有效性”，且结果符合业务规则。,Beta1 非主链路,http://localhost:5160/tenant/brand http://localhost:5160/tenant/brand/create,否,v1.3
TEN-026-04,客户侧,个性化,品牌定制,品牌信息维护,保存并生效,保存并生效,客户管理员配置企业 Logo、名称和员工端视觉信息：保存并生效。,P1,用户可以完成“保存并生效”，且结果符合业务规则。,Beta1 非主链路,http://localhost:5160/tenant/brand http://localhost:5160/tenant/brand/create,否,v1.3
TEN-026-05,客户侧,个性化,品牌定制,品牌信息维护,记录配置变更,记录配置变更,客户管理员配置企业 Logo、名称和员工端视觉信息：记录配置变更。,P1,用户可以完成“记录配置变更”，且结果符合业务规则。,Beta1 非主链路,http://localhost:5160/tenant/brand http://localhost:5160/tenant/brand/create,否,v1.3
TEN-027-01,客户侧,个性化,员工端工作台,入口配置,展示核心数据,展示核心数据,客户管理员配置成员可见的工作台入口、Claw 和应用：展示核心数据。,T0,用户可以完成“展示核心数据”，且结果符合业务规则。,席位可用后承接成员使用,http://localhost:5160/tenant/workbench,否,v1.3
TEN-027-02,客户侧,个性化,员工端工作台,入口配置,支持搜索筛选,支持搜索筛选,客户管理员配置成员可见的工作台入口、Claw 和应用：支持搜索筛选。,T0,用户可以完成“支持搜索筛选”，且结果符合业务规则。,席位可用后承接成员使用,http://localhost:5160/tenant/workbench,否,v1.3
TEN-027-03,客户侧,个性化,员工端工作台,入口配置,查看详情或下钻,查看详情或下钻,客户管理员配置成员可见的工作台入口、Claw 和应用：查看详情或下钻。,T0,用户可以完成“查看详情或下钻”，且结果符合业务规则。,席位可用后承接成员使用,http://localhost:5160/tenant/workbench,否,v1.3
TEN-027-04,客户侧,个性化,员工端工作台,入口配置,展示状态与异常,展示状态与异常,客户管理员配置成员可见的工作台入口、Claw 和应用：展示状态与异常。,T0,用户可以完成“展示状态与异常”，且结果符合业务规则。,席位可用后承接成员使用,http://localhost:5160/tenant/workbench,否,v1.3
TEN-027-05,客户侧,个性化,员工端工作台,入口配置,处理空状态和加载失败,处理空状态和加载失败,客户管理员配置成员可见的工作台入口、Claw 和应用：处理空状态和加载失败。,T0,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,席位可用后承接成员使用,http://localhost:5160/tenant/workbench,否,v1.3
TEN-028-01,客户侧,运维与安全,运维管理,批量运维,展示任务列表,展示任务列表,客户管理员查看运维任务并发起批量作业：展示任务列表。,P2,用户可以完成“展示任务列表”，且结果符合业务规则。,真实任务执行后置,http://localhost:5160/tenant/ops http://localhost:5160/tenant/batch-ops http://localhost:5160/tenant/batch-ops/create,否,v1.3
TEN-028-02,客户侧,运维与安全,运维管理,批量运维,查看任务详情,查看任务详情,客户管理员查看运维任务并发起批量作业：查看任务详情。,P2,用户可以完成“查看任务详情”，且结果符合业务规则。,真实任务执行后置,http://localhost:5160/tenant/ops http://localhost:5160/tenant/batch-ops http://localhost:5160/tenant/batch-ops/create,否,v1.3
TEN-028-03,客户侧,运维与安全,运维管理,批量运维,推进任务状态,推进任务状态,客户管理员查看运维任务并发起批量作业：推进任务状态。,P2,用户可以完成“推进任务状态”，且结果符合业务规则。,真实任务执行后置,http://localhost:5160/tenant/ops http://localhost:5160/tenant/batch-ops http://localhost:5160/tenant/batch-ops/create,否,v1.3
TEN-028-04,客户侧,运维与安全,运维管理,批量运维,记录处理结果,记录处理结果,客户管理员查看运维任务并发起批量作业：记录处理结果。,P2,用户可以完成“记录处理结果”，且结果符合业务规则。,真实任务执行后置,http://localhost:5160/tenant/ops http://localhost:5160/tenant/batch-ops http://localhost:5160/tenant/batch-ops/create,否,v1.3
TEN-028-05,客户侧,运维与安全,运维管理,批量运维,同步通知关联角色,同步通知关联角色,客户管理员查看运维任务并发起批量作业：同步通知关联角色。,P2,用户可以完成“同步通知关联角色”，且结果符合业务规则。,真实任务执行后置,http://localhost:5160/tenant/ops http://localhost:5160/tenant/batch-ops http://localhost:5160/tenant/batch-ops/create,否,v1.3
TEN-029-01,客户侧,运维与安全,用量中心,可观测数据,展示核心数据,展示核心数据,客户管理员查看用量、调用量、异常和资源指标：展示核心数据。,P1,用户可以完成“展示核心数据”，且结果符合业务规则。,真实监控数据后接入,http://localhost:5160/tenant/observability,否,v1.3
TEN-029-02,客户侧,运维与安全,用量中心,可观测数据,支持搜索筛选,支持搜索筛选,客户管理员查看用量、调用量、异常和资源指标：支持搜索筛选。,P1,用户可以完成“支持搜索筛选”，且结果符合业务规则。,真实监控数据后接入,http://localhost:5160/tenant/observability,否,v1.3
TEN-029-03,客户侧,运维与安全,用量中心,可观测数据,查看详情或下钻,查看详情或下钻,客户管理员查看用量、调用量、异常和资源指标：查看详情或下钻。,P1,用户可以完成“查看详情或下钻”，且结果符合业务规则。,真实监控数据后接入,http://localhost:5160/tenant/observability,否,v1.3
TEN-029-04,客户侧,运维与安全,用量中心,可观测数据,展示状态与异常,展示状态与异常,客户管理员查看用量、调用量、异常和资源指标：展示状态与异常。,P1,用户可以完成“展示状态与异常”，且结果符合业务规则。,真实监控数据后接入,http://localhost:5160/tenant/observability,否,v1.3
TEN-029-05,客户侧,运维与安全,用量中心,可观测数据,处理空状态和加载失败,处理空状态和加载失败,客户管理员查看用量、调用量、异常和资源指标：处理空状态和加载失败。,P1,用户可以完成“处理空状态和加载失败”，且结果符合业务规则。,真实监控数据后接入,http://localhost:5160/tenant/observability,否,v1.3
TEN-030-01,客户侧,运维与安全,安全管理,安全策略,查看当前配置,查看当前配置,客户管理员查看安全策略、登录风险和异常告警：查看当前配置。,P2,用户可以完成“查看当前配置”，且结果符合业务规则。,细粒度策略后置,http://localhost:5160/tenant/security,否,v1.3
TEN-030-02,客户侧,运维与安全,安全管理,安全策略,新增或编辑配置,新增或编辑配置,客户管理员查看安全策略、登录风险和异常告警：新增或编辑配置。,P2,用户可以完成“新增或编辑配置”，且结果符合业务规则。,细粒度策略后置,http://localhost:5160/tenant/security,否,v1.3
TEN-030-03,客户侧,运维与安全,安全管理,安全策略,校验配置有效性,校验配置有效性,客户管理员查看安全策略、登录风险和异常告警：校验配置有效性。,P2,用户可以完成“校验配置有效性”，且结果符合业务规则。,细粒度策略后置,http://localhost:5160/tenant/security,否,v1.3
TEN-030-04,客户侧,运维与安全,安全管理,安全策略,保存并生效,保存并生效,客户管理员查看安全策略、登录风险和异常告警：保存并生效。,P2,用户可以完成“保存并生效”，且结果符合业务规则。,细粒度策略后置,http://localhost:5160/tenant/security,否,v1.3
TEN-030-05,客户侧,运维与安全,安全管理,安全策略,记录配置变更,记录配置变更,客户管理员查看安全策略、登录风险和异常告警：记录配置变更。,P2,用户可以完成“记录配置变更”，且结果符合业务规则。,细粒度策略后置,http://localhost:5160/tenant/security,否,v1.3
